id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
14333,M20173,M,303.5,312.8,90.0,1366.0,50.9,,Não,FALSE,FALSE,não,FALSE,Não
14334,L57141,L,298.2,307.9,90.0,1499.0,35.0,188.0,não,FALSE,FALSE,Não,FALSE,Não
14335,L56250,L,-36.0,308.3,90.0,1465.0,40.7,50.0,não,FALSE,FALSE,Não,FALSE,Não
14336,L50572,L,301.5,310.6,90.0,1378.0,54.5,85.0,Não,FALSE,FALSE,não,FALSE,não
14337,L55630,L,-36.0,310.2,90.0,1502.0,44.2,23.0,não,FALSE,FALSE,Não,FALSE,Não
14338,L51760,L,303.0,311.2,90.0,1494.0,37.0,69.0,Não,FALSE,0,Não,FALSE,Não
14339,L53757,L,-36.0,310.6,90.0,1542.0,,,Não,FALSE,FALSE,não,FALSE,Não
14340,L57060,L,298.8,309.8,90.0,1357.0,47.7,130.0,não,0,FALSE,não,FALSE,Não
14341,M18457,M,301.7,310.5,90.0,1398.0,47.5,135.0,não,FALSE,FALSE,Não,FALSE,Não
14342,M18261,M,301.4,,90.0,1823.0,25.1,101.0,Não,FALSE,FALSE,Não,FALSE,Não
14343,L54325,L,300.5,310.0,90.0,1413.0,45.2,168.0,Não,FALSE,FALSE,Não,FALSE,não
14344,L55988,L,297.4,308.6,90.0,1536.0,48.1,74.0,não,FALSE,FALSE,Não,FALSE,Não
14345,L50393,L,300.3,309.2,90.0,1401.0,48.0,52.0,Não,FALSE,FALSE,não,FALSE,não
14346,L55143,L,301.0,312.2,90.0,1603.0,32.9,52.0,Não,FALSE,FALSE,Não,FALSE,Não
14347,L56899,L,298.9,310.2,90.0,-161.0,56.2,2.0,Não,FALSE,FALSE,0,FALSE,Não
14348,M21932,M,300.7,310.6,90.0,1439.0,41.7,16.0,não,FALSE,FALSE,não,FALSE,Não
14349,L50200,L,300.4,309.6,90.0,1543.0,35.5,209.0,Não,FALSE,FALSE,Não,FALSE,não
14350,L50678,L,301.9,311.0,90.0,1669.0,32.7,128.0,Não,FALSE,0,Não,FALSE,Não
14351,L51566,L,301.9,309.7,90.0,1719.0,23.5,0.0,Não,FALSE,FALSE,não,FALSE,Não
14352,L50554,L,301.4,310.6,90.0,1539.0,35.8,-202.0,não,FALSE,FALSE,Não,FALSE,não
14353,L49482,L,299.4,308.6,90.0,1567.0,30.0,141.0,Não,FALSE,FALSE,Não,FALSE,Não
14354,L47454,L,298.1,308.0,90.0,1490.0,34.1,63.0,não,FALSE,FALSE,Não,FALSE,Não
14355,L49079,L,-36.0,-38.0,90.0,1694.0,32.8,49.0,Não,FALSE,FALSE,Não,FALSE,Não
14356,M20958,M,300.8,310.8,90.0,1582.0,33.0,36.0,não,FALSE,FALSE,Não,FALSE,Não
14357,L52127,L,303.7,312.7,90.0,1853.0,23.9,123.0,Não,FALSE,FALSE,Não,FALSE,Não
14358,L47845,L,297.6,309.0,90.0,1348.0,54.6,12.0,Não,FALSE,FALSE,Não,FALSE,Não
14359,L49417,L,299.3,308.6,90.0,1433.0,47.7,-202.0,não,FALSE,FALSE,Não,FALSE,não
14360,L48365,L,297.3,308.4,90.0,1397.0,49.6,29.0,não,FALSE,FALSE,Não,FALSE,não
14361,L49184,L,298.5,-38.0,90.0,1451.0,52.4,18.0,Não,FALSE,FALSE,Não,FALSE,não
14362,L56551,L,297.7,308.4,90.0,1385.0,47.0,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
14363,H38354,H,297.3,308.3,90.0,1442.0,47.0,24.0,Não,FALSE,FALSE,não,FALSE,Não
14364,L48345,L,297.1,308.1,90.0,1389.0,52.8,208.0,Não,FALSE,FALSE,não,FALSE,Não
14365,L48248,L,296.8,307.8,90.0,1393.0,47.7,155.0,Não,FALSE,FALSE,não,FALSE,Não
14366,M18933,M,301.9,310.6,90.0,1654.0,32.1,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
14367,L55228,L,300.7,311.8,90.0,1435.0,41.7,204.0,não,FALSE,FALSE,Não,FALSE,Não
14368,M23193,M,298.8,309.7,90.0,1537.0,37.5,138.0,Não,FALSE,FALSE,Não,FALSE,Não
14369,M17988,M,300.0,309.5,90.0,1462.0,42.8,,Não,FALSE,FALSE,Não,FALSE,Não
14370,L51565,L,301.8,309.6,90.0,-161.0,45.3,233.0,Não,FALSE,FALSE,Não,FALSE,não
14371,L52528,L,303.4,312.7,90.0,1378.0,45.5,104.0,não,FALSE,FALSE,Não,FALSE,Não
14372,L53448,L,300.9,310.5,90.0,-161.0,35.9,0.0,N,N,FALSE,Não,FALSE,não
14373,L53375,L,300.9,310.8,90.0,1529.0,42.4,100.0,não,FALSE,FALSE,0,FALSE,Não
14374,L47967,L,296.9,308.1,90.0,,41.1,62.0,Não,FALSE,FALSE,Não,FALSE,Não
14375,L54600,L,300.1,311.6,90.0,1353.0,65.7,-202.0,Sim,FALSE,FALSE,não,TRUE,Não
14376,L56887,L,299.0,-38.0,90.0,1699.0,38.0,87.0,Não,FALSE,FALSE,não,FALSE,não
14377,L54675,L,300.3,-38.0,90.0,1513.0,40.0,177.0,Não,FALSE,FALSE,0,FALSE,Não
14378,M18591,M,302.2,311.2,90.0,1538.0,43.0,91.0,Não,FALSE,FALSE,Não,FALSE,Não
14379,L49989,L,300.1,309.2,90.0,1858.0,22.1,-202.0,Não,FALSE,FALSE,não,FALSE,Não
14380,L49211,L,298.8,308.5,90.0,1452.0,48.8,81.0,Não,FALSE,FALSE,Não,FALSE,não
14381,L50071,L,300.1,309.6,90.0,1545.0,35.2,126.0,Não,FALSE,FALSE,Não,FALSE,Não
14382,L47897,L,297.4,309.0,90.0,1459.0,48.7,9.0,não,FALSE,FALSE,Não,FALSE,Não
14383,L53140,L,300.5,310.7,90.0,1339.0,52.0,121.0,Não,FALSE,FALSE,Não,FALSE,não
14384,L47467,L,,308.4,90.0,1419.0,47.9,107.0,Não,FALSE,FALSE,não,FALSE,Não
14385,L53413,L,301.2,310.9,90.0,1467.0,37.1,98.0,Não,FALSE,FALSE,Não,FALSE,Não
14386,M15136,M,298.0,308.2,90.0,1610.0,34.6,,não,FALSE,FALSE,Não,FALSE,não
14387,M16557,M,298.1,307.6,90.0,1685.0,44.0,124.0,Não,FALSE,FALSE,Não,FALSE,Não
14388,L49385,L,299.6,-38.0,90.0,1433.0,43.3,105.0,não,FALSE,FALSE,Não,FALSE,Não
14389,L53794,L,301.7,310.6,90.0,1494.0,38.2,171.0,Não,FALSE,FALSE,não,FALSE,Não
14390,L52497,L,303.6,312.9,90.0,1375.0,49.7,20.0,Não,FALSE,FALSE,não,FALSE,Não
14391,L56865,L,299.0,310.2,90.0,2033.0,19.3,37.0,Não,FALSE,FALSE,não,FALSE,não
14392,L54755,L,300.3,311.2,90.0,1351.0,49.3,164.0,Não,FALSE,FALSE,não,FALSE,Não
14393,M15088,M,298.3,308.6,90.0,1515.0,38.7,170.0,Não,FALSE,FALSE,Não,FALSE,não
14394,M22392,M,300.3,-38.0,90.0,1634.0,33.5,55.0,não,FALSE,FALSE,Não,FALSE,Não
14395,L53585,L,300.1,309.8,90.0,2151.0,17.5,95.0,Não,FALSE,FALSE,não,FALSE,não
14396,M24842,M,298.7,-38.0,90.0,1415.0,49.9,192.0,Não,FALSE,FALSE,Não,FALSE,não
14397,L49505,L,299.3,308.8,90.0,1496.0,48.8,199.0,Não,FALSE,FALSE,Não,FALSE,não
14398,L54261,L,300.6,310.4,90.0,1428.0,46.8,75.0,não,FALSE,FALSE,não,FALSE,Não
14399,M16931,M,-36.0,309.3,90.0,,32.2,73.0,não,FALSE,FALSE,Não,FALSE,não
14400,L52268,L,304.1,313.2,90.0,1668.0,28.9,119.0,N,FALSE,FALSE,não,FALSE,Não
14401,L49794,L,299.3,309.1,90.0,1680.0,30.8,119.0,Não,FALSE,FALSE,Não,FALSE,Não
14402,L48632,L,299.0,310.3,90.0,1629.0,31.7,101.0,não,FALSE,FALSE,Não,FALSE,não
14403,L50117,L,300.7,309.6,90.0,1434.0,39.4,195.0,não,FALSE,FALSE,Não,FALSE,Não
14404,L53736,L,301.5,310.7,90.0,1579.0,36.5,,não,FALSE,FALSE,não,FALSE,não
14405,M17132,M,-36.0,308.5,90.0,1293.0,52.1,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
14406,L48984,L,298.1,307.7,90.0,1388.0,48.1,-202.0,não,-,FALSE,não,FALSE,Não
14407,H33555,H,302.3,310.8,90.0,1634.0,36.1,38.0,não,FALSE,FALSE,não,FALSE,Não
14408,H35187,H,300.9,310.8,90.0,1452.0,41.2,191.0,N,FALSE,FALSE,Não,FALSE,Não
14409,L53685,L,301.1,-38.0,90.0,1786.0,27.6,-202.0,não,FALSE,FALSE,Não,FALSE,não
14410,L54261,L,300.7,310.4,90.0,1427.0,43.7,-202.0,Não,0,FALSE,Não,FALSE,não
14411,M18055,M,300.0,309.2,90.0,1549.0,32.4,4.0,Não,FALSE,FALSE,Não,FALSE,não
14412,L51464,L,-36.0,310.0,90.0,1493.0,36.0,9.0,não,FALSE,FALSE,não,FALSE,Não
14413,M21226,M,300.2,309.8,90.0,1754.0,28.4,191.0,Não,FALSE,FALSE,Não,FALSE,não
14414,L51475,L,301.7,310.2,90.0,1621.0,34.2,213.0,Não,FALSE,FALSE,Não,FALSE,não
14415,L54038,L,301.1,311.2,90.0,1373.0,45.4,68.0,Não,FALSE,FALSE,não,FALSE,Não
14416,L49079,L,-36.0,307.5,90.0,-161.0,53.8,159.0,Não,FALSE,FALSE,não,FALSE,Não
14417,L51979,L,303.5,312.5,90.0,1621.0,42.1,170.0,Não,FALSE,FALSE,não,FALSE,Não
14418,L47884,L,296.9,307.7,90.0,1405.0,49.1,92.0,0,FALSE,FALSE,Não,FALSE,Não
14419,H34252,H,302.4,311.9,90.0,1449.0,46.6,48.0,Não,FALSE,FALSE,Não,FALSE,0
14420,H32920,H,301.6,310.8,90.0,1439.0,42.2,-202.0,Não,FALSE,0,Não,FALSE,Não
14421,L54121,L,300.6,311.2,90.0,1388.0,46.3,43.0,Não,FALSE,FALSE,Não,FALSE,Não
14422,M17500,M,299.9,309.5,90.0,1717.0,,133.0,não,FALSE,FALSE,0,FALSE,Não
14423,M20227,M,303.1,312.5,90.0,1666.0,26.7,157.0,Não,FALSE,FALSE,Não,FALSE,Não
14424,L49484,L,,308.5,90.0,1553.0,33.4,145.0,Não,FALSE,FALSE,Não,FALSE,não
14425,L49758,L,299.5,309.3,90.0,1391.0,46.6,,Não,FALSE,FALSE,N,FALSE,não
14426,L50024,L,300.3,309.1,90.0,1521.0,39.2,196.0,Não,FALSE,FALSE,não,FALSE,não
14427,L55163,L,301.0,312.2,90.0,1491.0,42.0,109.0,não,FALSE,FALSE,não,FALSE,Não
14428,L50201,L,300.5,309.5,90.0,1421.0,34.2,94.0,não,FALSE,FALSE,Não,FALSE,Não
14429,M22669,M,300.0,311.4,90.0,1607.0,31.5,120.0,Não,FALSE,FALSE,Não,FALSE,Não
14430,M15421,M,297.5,309.1,90.0,1274.0,68.2,141.0,não,FALSE,FALSE,não,FALSE,Não
14431,L52887,L,302.3,311.5,90.0,1448.0,43.4,-202.0,não,FALSE,FALSE,Não,FALSE,não
14432,L52182,L,303.7,312.8,90.0,1627.0,38.5,40.0,Não,FALSE,FALSE,Não,FALSE,Não
14433,L48894,L,298.4,307.8,90.0,1373.0,48.1,-202.0,Não,FALSE,FALSE,não,FALSE,Não
14434,L56667,L,299.0,310.2,90.0,1999.0,21.8,7.0,Não,FALSE,nao,Não,FALSE,Não
14435,L54367,L,300.4,,90.0,1402.0,54.3,44.0,não,FALSE,0,Não,FALSE,Não
14436,L56906,L,298.8,310.0,90.0,1383.0,44.2,139.0,Não,FALSE,FALSE,Não,FALSE,Não
14437,M23620,M,297.4,308.7,90.0,1452.0,,174.0,N,FALSE,FALSE,Não,FALSE,não
14438,L55040,L,300.5,312.0,90.0,1496.0,38.3,27.0,não,FALSE,FALSE,Não,FALSE,Não
14439,M20775,M,300.6,310.2,90.0,1357.0,38.7,-202.0,N,FALSE,FALSE,Não,FALSE,Não
14440,M17275,M,299.1,308.2,90.0,1467.0,43.0,54.0,Não,FALSE,FALSE,Não,FALSE,Não
14441,L54714,L,300.0,311.2,90.0,-161.0,39.2,5.0,Não,FALSE,FALSE,Não,FALSE,não
14442,H38189,H,297.5,-38.0,90.0,-161.0,32.2,7.0,0,FALSE,FALSE,não,FALSE,não
14443,M23821,M,297.3,308.0,90.0,-161.0,45.3,77.0,Não,FALSE,FALSE,Não,FALSE,não
14444,L47891,L,297.5,308.7,90.0,1553.0,37.0,153.0,Não,FALSE,FALSE,não,FALSE,Não
14445,M22719,M,300.5,311.9,90.0,1370.0,44.8,64.0,não,FALSE,FALSE,Não,FALSE,Não
14446,L57170,L,298.8,308.5,90.0,1487.0,46.2,3.0,Não,FALSE,FALSE,Não,FALSE,Não
14447,L49482,L,299.2,308.5,90.0,1528.0,39.8,173.0,Não,FALSE,FALSE,não,FALSE,Não
14448,L55213,L,300.6,311.9,90.0,-161.0,33.7,-202.0,não,FALSE,nao,Não,FALSE,não
14449,L53866,L,301.7,311.0,90.0,1375.0,52.9,13.0,não,FALSE,FALSE,Não,FALSE,não
14450,L53076,L,301.2,310.8,90.0,1484.0,44.0,169.0,Não,FALSE,0,Não,FALSE,Não
14451,L52773,L,302.5,312.2,90.0,1570.0,,67.0,não,FALSE,FALSE,Não,FALSE,não
14452,L52190,L,303.7,312.8,90.0,1543.0,38.3,33.0,Não,FALSE,FALSE,não,FALSE,não
14453,L50483,L,301.3,310.3,90.0,1542.0,39.6,168.0,não,N,FALSE,Não,FALSE,0
14454,L48078,L,,306.2,90.0,1630.0,31.6,-202.0,não,0,nao,não,FALSE,Não
14455,L55061,L,300.7,312.3,90.0,1326.0,54.0,79.0,Não,FALSE,FALSE,Não,FALSE,não
14456,L55076,L,300.8,312.6,90.0,1441.0,44.2,119.0,Não,FALSE,FALSE,não,FALSE,Não
14457,L50446,L,301.3,310.1,90.0,1269.0,56.8,195.0,não,FALSE,FALSE,Não,FALSE,não
14458,H30815,H,298.9,310.1,90.0,1458.0,44.1,210.0,Não,FALSE,FALSE,Não,FALSE,Não
14459,L53996,L,-36.0,310.7,90.0,1359.0,53.3,143.0,não,FALSE,FALSE,não,FALSE,Não
14460,M23988,M,297.4,308.3,90.0,-161.0,43.1,25.0,Não,FALSE,FALSE,Não,FALSE,Não
14461,L56532,L,298.2,308.8,90.0,1530.0,37.9,35.0,0,FALSE,FALSE,Não,FALSE,não
14462,L54955,L,300.3,311.4,90.0,1399.0,43.5,38.0,não,FALSE,FALSE,Não,FALSE,Não
14463,L53447,L,300.8,310.5,90.0,-161.0,44.6,171.0,0,FALSE,FALSE,não,FALSE,não
14464,L47184,L,-36.0,308.7,90.0,1487.0,40.0,155.0,Não,N,FALSE,não,FALSE,não
14465,M19148,M,301.8,310.0,90.0,1421.0,45.9,0.0,não,FALSE,FALSE,não,FALSE,Não
14466,L54065,L,300.7,311.2,90.0,1507.0,33.5,111.0,N,FALSE,FALSE,Não,FALSE,não
14467,L50781,L,301.7,310.5,90.0,-161.0,31.5,-202.0,Não,FALSE,FALSE,não,FALSE,não
14468,L49403,L,299.6,,90.0,1524.0,48.4,153.0,0,FALSE,FALSE,Não,FALSE,Não
14469,L49601,L,-36.0,308.2,90.0,,45.9,14.0,não,FALSE,FALSE,0,FALSE,Não
14470,M20385,M,,312.0,90.0,1538.0,36.1,54.0,Não,FALSE,FALSE,não,FALSE,Não
14471,L52321,L,304.4,313.6,90.0,,46.2,205.0,não,0,FALSE,0,FALSE,Não
14472,L55906,L,297.2,308.6,90.0,1513.0,41.4,84.0,não,FALSE,FALSE,Não,FALSE,não
14473,L56546,L,298.0,308.5,90.0,1563.0,36.8,68.0,Não,FALSE,FALSE,não,FALSE,não
14474,L51633,L,-36.0,310.2,90.0,1469.0,53.7,175.0,Não,FALSE,FALSE,Não,FALSE,Não
14475,H31603,H,299.6,309.2,90.0,1471.0,43.9,84.0,Não,FALSE,FALSE,não,FALSE,Não
14476,L50548,L,301.4,310.8,90.0,1711.0,29.9,201.0,Não,FALSE,FALSE,Não,FALSE,Não
14477,L53707,L,301.4,310.3,90.0,1570.0,35.0,53.0,Não,FALSE,FALSE,não,FALSE,Não
14478,L56936,L,298.5,309.5,90.0,1727.0,27.2,24.0,não,FALSE,FALSE,Não,FALSE,Não
14479,L53153,L,300.5,310.8,90.0,1354.0,51.7,7.0,Não,-,FALSE,Não,FALSE,Não
14480,L53469,L,301.0,310.5,90.0,1368.0,61.4,173.0,Não,FALSE,FALSE,não,FALSE,Não
14481,L50443,L,301.3,310.0,90.0,1465.0,47.2,186.0,Não,FALSE,FALSE,não,FALSE,0
14482,L56899,L,298.9,310.1,90.0,-161.0,44.9,59.0,não,FALSE,FALSE,Não,FALSE,não
14483,L54970,L,-36.0,311.4,90.0,1366.0,43.2,96.0,Não,FALSE,FALSE,não,FALSE,Não
14484,L55460,L,298.8,310.6,90.0,1602.0,32.8,211.0,Não,FALSE,FALSE,Não,FALSE,Não
14485,L51220,L,302.0,311.0,90.0,-161.0,27.4,11.0,não,FALSE,FALSE,não,FALSE,não
14486,M21597,M,-36.0,311.0,90.0,1789.0,25.5,,Não,FALSE,FALSE,Não,FALSE,não
14487,L50644,L,301.7,310.6,90.0,1654.0,29.0,7.0,Não,FALSE,FALSE,Não,FALSE,Não
14488,L55237,L,300.2,311.5,90.0,1549.0,46.8,67.0,Não,FALSE,FALSE,não,FALSE,não
14489,M20956,M,300.8,310.7,90.0,1487.0,41.7,28.0,Não,FALSE,FALSE,não,FALSE,Não
14490,L55827,L,297.5,308.6,90.0,1427.0,43.5,-202.0,não,FALSE,FALSE,Não,FALSE,Não
14491,L55476,L,298.9,310.3,90.0,1580.0,39.0,32.0,não,FALSE,FALSE,não,FALSE,não
14492,L54248,L,300.8,310.7,90.0,1461.0,42.8,0.0,N,FALSE,FALSE,não,FALSE,Não
14493,L53071,L,-36.0,311.0,90.0,1336.0,56.9,,Não,FALSE,FALSE,não,FALSE,não
14494,M23553,M,297.3,-38.0,90.0,1495.0,40.6,4.0,Não,FALSE,FALSE,Não,FALSE,não
14495,M17801,M,300.6,309.4,90.0,-161.0,58.3,-202.0,Não,FALSE,FALSE,Não,FALSE,não
14496,L52187,L,303.8,312.7,90.0,1527.0,40.3,137.0,Não,FALSE,FALSE,não,FALSE,Não
14497,L56636,L,298.4,309.0,90.0,1422.0,45.2,183.0,N,FALSE,FALSE,Não,FALSE,Não
14498,L49295,L,299.3,308.9,90.0,1449.0,41.4,94.0,não,FALSE,FALSE,não,FALSE,Não
14499,L56224,L,297.4,308.4,90.0,,30.8,7.0,Não,FALSE,FALSE,Não,FALSE,não
14500,L50948,L,302.2,311.1,90.0,1555.0,34.2,174.0,não,FALSE,FALSE,Não,FALSE,Não
14501,L50373,L,300.0,309.1,90.0,1634.0,33.6,0.0,não,FALSE,FALSE,Não,FALSE,não
14502,L49520,L,299.1,308.8,90.0,1365.0,54.1,12.0,não,FALSE,FALSE,Não,FALSE,Não
14503,L55982,L,297.4,308.6,90.0,1501.0,43.1,73.0,não,FALSE,FALSE,Não,FALSE,Não
14504,H35901,H,300.6,309.8,90.0,1541.0,36.2,150.0,Não,FALSE,FALSE,Não,FALSE,não
14505,L48218,L,296.6,307.6,90.0,1550.0,38.3,48.0,não,FALSE,FALSE,Não,FALSE,Não
14506,L48786,L,297.9,307.7,90.0,1507.0,47.3,25.0,não,FALSE,FALSE,Não,FALSE,não
14507,L50600,L,301.5,310.5,90.0,1456.0,47.3,-202.0,Não,FALSE,FALSE,não,FALSE,não
14508,L54671,L,-36.0,311.8,90.0,1448.0,42.6,168.0,Não,FALSE,FALSE,Não,FALSE,não
14509,L55197,L,301.0,311.9,90.0,1574.0,34.7,196.0,não,FALSE,FALSE,Não,FALSE,Não
14510,L51964,L,303.9,312.6,90.0,1619.0,,94.0,não,FALSE,FALSE,Não,FALSE,Não
14511,H36485,H,300.6,-38.0,90.0,1659.0,32.6,0.0,Não,FALSE,FALSE,Não,FALSE,não
14512,L56333,L,297.5,308.6,90.0,1623.0,33.7,137.0,Não,FALSE,FALSE,Não,FALSE,não
14513,M18865,M,302.3,311.1,90.0,1629.0,32.3,159.0,não,FALSE,FALSE,Não,FALSE,Não
14514,M17553,M,299.6,309.5,90.0,1484.0,39.4,-202.0,não,FALSE,FALSE,Não,FALSE,Não
14515,L54312,L,300.5,309.9,90.0,1423.0,,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
14516,L56848,L,299.0,310.1,90.0,1444.0,48.3,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
14517,L56264,L,297.2,307.9,90.0,1426.0,44.4,172.0,não,FALSE,FALSE,Não,FALSE,Não
14518,M21659,M,301.1,310.7,90.0,1511.0,34.9,24.0,Não,FALSE,FALSE,Não,FALSE,Não
14519,L47845,L,297.5,308.9,90.0,2235.0,16.6,189.0,não,FALSE,FALSE,Não,FALSE,Não
14520,M15192,M,297.6,308.3,90.0,1546.0,37.8,-202.0,Não,FALSE,FALSE,Não,FALSE,não
14521,L47677,L,297.4,309.0,90.0,1602.0,39.2,209.0,Não,FALSE,FALSE,Não,FALSE,Não
14522,L53392,L,300.8,310.6,90.0,1360.0,53.5,93.0,Não,0,FALSE,não,FALSE,Não
14523,L50787,L,301.7,310.7,90.0,1631.0,32.8,139.0,não,FALSE,FALSE,Não,FALSE,Não
14524,L55230,L,300.7,312.0,90.0,1378.0,51.1,-202.0,não,FALSE,FALSE,não,FALSE,não
14525,M20334,M,,311.7,90.0,1378.0,41.7,176.0,não,FALSE,FALSE,Não,FALSE,não
14526,L47334,L,298.4,308.2,90.0,1528.0,43.0,16.0,Não,FALSE,FALSE,Não,FALSE,Não
14527,L56695,L,299.0,310.1,90.0,1540.0,36.6,49.0,não,FALSE,FALSE,Não,FALSE,Não
14528,L47493,L,-36.0,308.6,90.0,1313.0,30.2,168.0,Não,FALSE,FALSE,não,FALSE,não
14529,H30474,H,296.3,307.2,90.0,1841.0,26.8,105.0,Não,FALSE,FALSE,não,FALSE,Não
14530,L49754,L,299.2,308.5,90.0,1527.0,36.0,177.0,Não,FALSE,FALSE,Não,FALSE,Não
14531,H38812,H,298.1,308.9,90.0,1472.0,43.3,204.0,não,FALSE,FALSE,Não,FALSE,Não
14532,M20753,M,-36.0,311.0,90.0,1397.0,48.2,159.0,Não,N,FALSE,N,FALSE,Não
14533,L53233,L,-36.0,310.9,90.0,1613.0,33.7,143.0,Não,N,FALSE,não,FALSE,Não
14534,L55146,L,301.0,312.2,90.0,1452.0,43.7,-202.0,Não,N,FALSE,não,FALSE,Não
14535,L47285,L,298.8,308.7,90.0,1607.0,33.0,17.0,Não,FALSE,FALSE,não,FALSE,Não
14536,L50748,L,301.8,310.9,90.0,1363.0,44.5,148.0,Não,FALSE,FALSE,Não,FALSE,Não
14537,H37831,H,298.8,309.6,90.0,1704.0,30.7,150.0,Não,FALSE,FALSE,Não,FALSE,não
14538,L53184,L,300.5,310.4,90.0,1642.0,33.2,12.0,Não,FALSE,FALSE,Não,FALSE,Não
14539,L49182,L,298.4,308.1,90.0,1439.0,46.3,10.0,Não,FALSE,FALSE,não,FALSE,Não
14540,L54644,L,300.3,311.6,90.0,1535.0,45.6,92.0,não,FALSE,FALSE,Não,FALSE,Não
14541,L55605,L,299.2,310.6,90.0,1546.0,37.1,172.0,não,FALSE,FALSE,Não,FALSE,Não
14542,L48143,L,295.8,306.6,90.0,1737.0,25.6,95.0,Não,FALSE,FALSE,não,FALSE,Não
14543,L55232,L,300.5,312.0,90.0,1557.0,36.2,112.0,não,FALSE,FALSE,Não,FALSE,Não
14544,L49830,L,299.9,309.4,90.0,1399.0,53.6,163.0,Não,FALSE,FALSE,não,FALSE,não
14545,L47821,L,297.7,308.4,90.0,,49.4,21.0,Não,FALSE,FALSE,não,FALSE,Não
14546,L48286,L,296.7,307.7,90.0,-161.0,42.2,47.0,não,FALSE,FALSE,não,FALSE,não
14547,L48797,L,297.8,307.8,90.0,1435.0,45.5,53.0,Não,FALSE,FALSE,0,FALSE,Não
14548,L47461,L,298.0,308.1,90.0,1526.0,43.7,23.0,Não,FALSE,FALSE,Não,FALSE,Não
14549,L51211,L,302.0,310.8,90.0,1464.0,35.8,218.0,Não,FALSE,FALSE,0,FALSE,não
14550,L53868,L,301.7,311.0,90.0,-161.0,67.9,21.0,Sim,FALSE,FALSE,Não,TRUE,Não
14551,M16264,M,298.9,310.0,90.0,1555.0,30.9,176.0,Não,FALSE,FALSE,Não,FALSE,Não
14552,L54521,L,299.7,310.3,90.0,1505.0,38.5,59.0,Não,FALSE,FALSE,não,FALSE,Não
14553,M21853,M,300.7,311.1,90.0,1438.0,42.5,176.0,não,FALSE,FALSE,Não,FALSE,Não
14554,L53078,L,301.0,,90.0,1463.0,44.7,155.0,Não,FALSE,FALSE,Não,FALSE,Não
14555,L54998,L,300.1,311.5,90.0,1465.0,47.6,20.0,Não,FALSE,FALSE,não,FALSE,Não
14556,L56264,L,297.2,307.9,90.0,1364.0,54.0,174.0,Não,FALSE,FALSE,Não,FALSE,não
14557,L54281,L,300.8,310.2,90.0,1425.0,22.8,33.0,não,0,FALSE,Não,FALSE,Não
14558,L54517,L,299.9,310.5,90.0,1413.0,32.8,204.0,Não,FALSE,FALSE,Não,FALSE,não
14559,L51017,L,302.4,-38.0,90.0,1512.0,45.5,152.0,não,FALSE,FALSE,não,FALSE,Não
14560,L53301,L,-36.0,311.1,90.0,1457.0,37.4,142.0,Não,FALSE,FALSE,não,FALSE,não
14561,L55277,L,300.2,311.7,90.0,1409.0,47.2,159.0,Não,FALSE,FALSE,Não,FALSE,não
14562,L50807,L,302.2,311.3,90.0,1588.0,37.8,39.0,não,FALSE,FALSE,Não,FALSE,Não
14563,M22277,M,300.2,311.6,90.0,1657.0,34.0,162.0,Não,FALSE,FALSE,Não,FALSE,Não
14564,L51448,L,302.7,-38.0,90.0,1744.0,,150.0,Não,FALSE,FALSE,Não,FALSE,Não
14565,M15467,M,-36.0,-38.0,90.0,1443.0,43.1,224.0,Não,FALSE,FALSE,Não,FALSE,Não
14566,L52751,L,303.1,312.3,90.0,1548.0,38.5,10.0,Não,FALSE,FALSE,Não,FALSE,Não
14567,L53901,L,301.4,310.7,90.0,1280.0,61.0,74.0,Não,FALSE,FALSE,Não,FALSE,não
14568,L53962,L,301.3,310.8,90.0,1502.0,38.5,2.0,não,FALSE,FALSE,não,FALSE,não
14569,M24635,M,298.6,309.6,90.0,1444.0,44.8,44.0,Não,FALSE,FALSE,Não,FALSE,0
14570,L53622,L,300.5,-38.0,90.0,1602.0,34.7,50.0,Não,FALSE,FALSE,não,FALSE,não
14571,L55882,L,297.1,308.6,90.0,1774.0,40.1,173.0,Não,FALSE,FALSE,não,FALSE,não
14572,M16379,M,297.5,308.9,90.0,1520.0,39.3,188.0,não,FALSE,FALSE,Não,FALSE,Não
14573,M20903,M,-36.0,310.8,90.0,,44.5,0.0,não,FALSE,FALSE,Não,FALSE,Não
14574,L50022,L,300.3,309.4,90.0,1545.0,33.7,162.0,Não,FALSE,FALSE,não,FALSE,não
14575,L51464,L,301.8,310.0,90.0,1451.0,40.3,185.0,Não,FALSE,FALSE,não,FALSE,não
14576,M14930,M,298.9,309.0,90.0,1542.0,37.2,193.0,não,FALSE,FALSE,não,FALSE,Não
14577,L51554,L,302.0,309.9,90.0,1456.0,45.3,205.0,não,FALSE,FALSE,não,FALSE,não
